eval_idx,native_vs_big_top1_match,translated_vs_big_top1_match,translated_vs_native_top1_match,native_vs_big_kl_p_to_q,native_vs_big_kl_q_to_p,native_vs_big_js,native_vs_big_tv,native_vs_big_accept_mass,native_vs_big_top5_overlap,native_vs_big_draft_prob_on_target_top1,native_vs_big_target_prob_on_target_top1,translated_vs_big_kl_p_to_q,translated_vs_big_kl_q_to_p,translated_vs_big_js,translated_vs_big_tv,translated_vs_big_accept_mass,translated_vs_big_top5_overlap,translated_vs_big_draft_prob_on_target_top1,translated_vs_big_target_prob_on_target_top1,translated_vs_native_kl_p_to_q,translated_vs_native_kl_q_to_p,translated_vs_native_js,translated_vs_native_tv,translated_vs_native_accept_mass,translated_vs_native_top5_overlap,translated_vs_native_draft_prob_on_target_top1,translated_vs_native_target_prob_on_target_top1,identity_vs_big_top1_match,identity_vs_big_kl_p_to_q,identity_vs_big_kl_q_to_p,identity_vs_big_js,identity_vs_big_tv,identity_vs_big_accept_mass,identity_vs_big_top5_overlap,identity_vs_big_draft_prob_on_target_top1,identity_vs_big_target_prob_on_target_top1
43,1.0,1.0,1.0,0.22343413531780243,2.2612204551696777,0.07479936629533768,0.2014305293560028,0.7985694408416748,0.20000000298023224,0.7971628308296204,0.9982210993766785,1.9046779870986938,11.728180885314941,0.47114938497543335,0.8506032824516296,0.14939671754837036,0.20000000298023224,0.1480582356452942,0.9982210993766785,1.706686019897461,4.912393569946289,0.4041445255279541,0.7831270694732666,0.21687304973602295,0.20000000298023224,0.1480582356452942,0.7971628308296204,0.0,7.542150020599365,19.410648345947266,0.6904187798500061,0.9991024136543274,0.000897799851372838,0.0,0.0005263750208541751,0.9982210993766785
44,1.0,0.0,0.0,0.09197718650102615,0.1101418286561966,0.02414093352854252,0.16851817071437836,0.8314821720123291,0.800000011920929,0.30749019980430603,0.4388604164123535,0.7979475855827332,0.8011542558670044,0.16845259070396423,0.45837846398353577,0.5416218042373657,0.6000000238418579,0.0584273561835289,0.4388604164123535,0.647628664970398,0.6501855254173279,0.1420920193195343,0.4417566657066345,0.5582437515258789,0.4000000059604645,0.0584273561835289,0.30749019980430603,0.0,3.2710366249084473,6.5546417236328125,0.5003581047058105,0.8336927890777588,0.1663072556257248,0.4000000059604645,0.008148614317178726,0.4388604164123535
45,1.0,1.0,1.0,0.301543653011322,0.20987319946289062,0.05269097536802292,0.1966467797756195,0.8033536076545715,0.6000000238418579,0.4274578094482422,0.3581465780735016,1.2870063781738281,1.0922199487686157,0.14736878871917725,0.3277076780796051,0.6722927689552307,0.6000000238418579,0.29558420181274414,0.3581465780735016,0.6320783495903015,0.748086154460907,0.10109446197748184,0.32080885767936707,0.6791914105415344,0.6000000238418579,0.29558420181274414,0.4274578094482422,0.0,4.10417366027832,7.40471887588501,0.538894772529602,0.8950996398925781,0.1049005389213562,0.4000000059604645,0.024152008816599846,0.3581465780735016
46,1.0,1.0,1.0,0.17283016443252563,0.1746651530265808,0.04008025303483009,0.1969953030347824,0.803005039691925,0.6000000238418579,0.5507395267486572,0.4534536600112915,1.084226131439209,1.0869375467300415,0.18574142456054688,0.4173814058303833,0.5826190710067749,0.4000000059604645,0.5381842851638794,0.4534536600112915,0.7697882056236267,0.6766511797904968,0.13134446740150452,0.30428826808929443,0.6957122683525085,0.4000000059604645,0.5381842851638794,0.5507395267486572,0.0,4.3061747550964355,7.937654972076416,0.6074180006980896,0.9473394751548767,0.05266052857041359,0.0,0.00911201722919941,0.4534536600112915
47,1.0,0.0,0.0,0.4888988733291626,0.523361086845398,0.0977717936038971,0.287122905254364,0.7128778696060181,1.0,0.24960751831531525,0.23454897105693817,2.871417284011841,5.3763556480407715,0.4618249535560608,0.8128094673156738,0.18719105422496796,0.6000000238418579,0.04833829030394554,0.23454897105693817,1.7958097457885742,2.756544351577759,0.39053064584732056,0.7673652768135071,0.23263531923294067,0.6000000238418579,0.04833829030394554,0.24960751831531525,0.0,7.462477684020996,6.902209281921387,0.6366296410560608,0.9640710949897766,0.03592927008867264,0.0,3.5724882764043286e-05,0.23454897105693817
48,1.0,1.0,1.0,0.12364453822374344,0.16999772191047668,0.03204938396811485,0.1415778398513794,0.8584224581718445,0.800000011920929,0.513634979724884,0.5242657661437988,0.522506058216095,1.0210354328155518,0.12810096144676208,0.3594501316547394,0.6405501961708069,0.6000000238418579,0.27911731600761414,0.5242657661437988,0.6591770052909851,0.9966034293174744,0.14602240920066833,0.42740699648857117,0.5725935697555542,0.4000000059604645,0.27911731600761414,0.513634979724884,0.0,9.015681266784668,13.564599990844727,0.6825146675109863,0.9951785802841187,0.004821916576474905,0.0,0.001939268782734871,0.5242657661437988
49,1.0,0.0,0.0,0.26673129200935364,0.44626832008361816,0.06332041323184967,0.1742255985736847,0.825774610042572,0.6000000238418579,0.49711236357688904,0.5793681144714355,2.0122311115264893,3.7730765342712402,0.4522138237953186,0.8526824712753296,0.14731787145137787,0.4000000059604645,0.08690910041332245,0.5793681144714355,1.5657788515090942,2.7459065914154053,0.3604789972305298,0.7576099634170532,0.24239030480384827,0.800000011920929,0.08690910041332245,0.49711236357688904,0.0,6.244937896728516,9.615172386169434,0.6676163673400879,0.985314130783081,0.014686030335724354,0.0,0.000875853409525007,0.5793681144714355
50,1.0,0.0,0.0,0.2360658496618271,0.25113409757614136,0.05778985843062401,0.2865326404571533,0.7134679555892944,0.800000011920929,0.2301899641752243,0.3676072657108307,1.1009252071380615,1.8549622297286987,0.2588302195072174,0.6023664474487305,0.39763399958610535,0.6000000238418579,0.05898791924118996,0.3676072657108307,0.9041323661804199,1.4780629873275757,0.2186533808708191,0.5225779414176941,0.4774225354194641,0.6000000238418579,0.05898791924118996,0.2301899641752243,0.0,7.924577236175537,8.905538558959961,0.6543132662773132,0.9715604186058044,0.028439760208129883,0.0,1.459482064092299e-05,0.3676072657108307
51,1.0,1.0,1.0,0.4147583246231079,0.3282277286052704,0.08387991786003113,0.34434106945991516,0.6556592583656311,0.800000011920929,0.4300841987133026,0.2736169397830963,1.5965795516967773,1.3682305812835693,0.21476995944976807,0.45235660672187805,0.5476437211036682,0.800000011920929,0.3259870111942291,0.2736169397830963,0.6220858097076416,0.9224663972854614,0.11750534176826477,0.298910528421402,0.7010897994041443,0.800000011920929,0.3259870111942291,0.4300841987133026,0.0,5.7663421630859375,7.961460113525391,0.6207462549209595,0.9411274194717407,0.058872777968645096,0.0,0.00021642576029989868,0.2736169397830963
52,1.0,1.0,1.0,0.06382148712873459,0.10731813311576843,0.017463702708482742,0.0796746164560318,0.9203256964683533,0.800000011920929,0.856786847114563,0.916428804397583,1.961037039756775,3.88390851020813,0.44190388917922974,0.8339889049530029,0.16601145267486572,0.4000000059604645,0.10197185724973679,0.916428804397583,1.7988412380218506,3.169246196746826,0.40509065985679626,0.79644775390625,0.20355254411697388,0.4000000059604645,0.10197185724973679,0.856786847114563,0.0,5.890336990356445,9.837871551513672,0.6666739583015442,0.9835296869277954,0.01647043414413929,0.0,0.002182908356189728,0.916428804397583
53,1.0,0.0,0.0,0.3340442180633545,0.2817811369895935,0.06794235855340958,0.28353404998779297,0.7164661288261414,1.0,0.4652186632156372,0.35900554060935974,3.6013317108154297,2.4350717067718506,0.39001697301864624,0.752694845199585,0.24730552732944489,0.4000000059604645,0.003210522700101137,0.35900554060935974,3.3271524906158447,2.347928047180176,0.4070512652397156,0.7735783457756042,0.22642210125923157,0.4000000059604645,0.003210522700101137,0.4652186632156372,0.0,7.006233215332031,5.090239524841309,0.4900653064250946,0.8396652936935425,0.16033513844013214,0.20000000298023224,3.852946247207001e-05,0.35900554060935974
54,1.0,1.0,1.0,0.05590999126434326,0.11500977724790573,0.01726006716489792,0.0807182565331459,0.9192818999290466,0.4000000059604645,0.8999255299568176,0.9805454015731812,0.9837200045585632,3.681540012359619,0.2830156683921814,0.6345502138137817,0.3654499351978302,0.20000000298023224,0.3459954857826233,0.9805454015731812,0.7837537527084351,2.256610870361328,0.22334688901901245,0.5579907298088074,0.4420096278190613,0.4000000059604645,0.3459954857826233,0.8999255299568176,0.0,1.8675786256790161,8.32211685180664,0.45307523012161255,0.8400986790657043,0.15990141034126282,0.20000000298023224,0.14104151725769043,0.9805454015731812
55,1.0,0.0,0.0,0.6569547653198242,0.48772576451301575,0.12724825739860535,0.46241143345832825,0.5375892519950867,0.800000011920929,0.7936025857925415,0.34326404333114624,2.0963966846466064,2.2359395027160645,0.3176459074020386,0.6197203397750854,0.3802800178527832,0.4000000059604645,0.04056929051876068,0.34326404333114624,2.725209951400757,2.8900012969970703,0.469765841960907,0.865429162979126,0.13457141816616058,0.4000000059604645,0.04056929051876068,0.7936025857925415,0.0,11.21314811706543,13.914531707763672,0.6320127248764038,0.9504499435424805,0.04955033212900162,0.20000000298023224,8.3348883350709e-09,0.34326404333114624
56,1.0,0.0,0.0,0.12209740281105042,0.07842151820659637,0.019148698076605797,0.05551622435450554,0.9444838762283325,0.6000000238418579,0.8304756879806519,0.8369960784912109,2.340857982635498,4.654697418212891,0.4930631220340729,0.8878507614135742,0.1121494248509407,0.6000000238418579,0.0700678750872612,0.8369960784912109,2.39217209815979,4.492900848388672,0.49896004796028137,0.8843507170677185,0.11564964056015015,0.800000011920929,0.0700678750872612,0.8304756879806519,0.0,10.157849311828613,16.375152587890625,0.6913301348686218,0.9989567995071411,0.0010432989802211523,0.0,3.3839351090136915e-05,0.8369960784912109
57,0.0,0.0,0.0,0.4917958676815033,0.45796671509742737,0.10306599736213684,0.38920849561691284,0.6107916235923767,1.0,0.2021900862455368,0.35651177167892456,1.9827831983566284,3.0598011016845703,0.403157114982605,0.7802040576934814,0.21979621052742004,0.4000000059604645,0.09728983789682388,0.35651177167892456,2.1590652465820312,1.986759066581726,0.35787490010261536,0.716180682182312,0.28381961584091187,0.4000000059604645,0.013166745193302631,0.5496096611022949,0.0,4.266419887542725,8.19765567779541,0.6100460290908813,0.9495042562484741,0.05049600079655647,0.20000000298023224,0.019714146852493286,0.35651177167892456
58,1.0,0.0,0.0,0.6191214323043823,1.4301679134368896,0.18564334511756897,0.48669424653053284,0.5133058428764343,1.0,0.49256423115730286,0.9791461825370789,3.8158762454986572,10.272828102111816,0.6206843852996826,0.959764838218689,0.04023563489317894,0.20000000298023224,0.019381890073418617,0.9791461825370789,3.0404484272003174,13.345361709594727,0.5818761587142944,0.9408630132675171,0.05913744121789932,0.20000000298023224,0.019381890073418617,0.49256423115730286,1.0,0.22416214644908905,1.9118270874023438,0.07207630574703217,0.19149763882160187,0.8085026741027832,0.20000000298023224,0.8022516369819641,0.9791461825370789
59,1.0,0.0,0.0,0.001157173071987927,0.001384793664328754,0.00025746741448529065,0.0010120626538991928,0.9989880919456482,0.6000000238418579,0.9977431893348694,0.9980882406234741,5.392976760864258,10.41048812866211,0.6757983565330505,0.9939689636230469,0.0060312156565487385,0.0,0.004477380309253931,0.9980882406234741,5.3876519203186035,10.516622543334961,0.6741546392440796,0.9935606718063354,0.006439590360969305,0.20000000298023224,0.004477380309253931,0.9977431893348694,0.0,12.161072731018066,16.358163833618164,0.6912678480148315,0.9992769956588745,0.0007231514900922775,0.20000000298023224,5.1208216973464005e-06,0.9980882406234741
60,0.0,0.0,0.0,0.4181517958641052,0.3984225392341614,0.09216815233230591,0.3530559241771698,0.6469442844390869,0.6000000238418579,0.06812867522239685,0.1055171936750412,1.7614222764968872,3.471297264099121,0.37428179383277893,0.7202779054641724,0.27972227334976196,0.20000000298023224,0.009393355809152126,0.1055171936750412,1.3313746452331543,2.3166286945343018,0.30580300092697144,0.650947093963623,0.34905314445495605,0.4000000059604645,0.013667251914739609,0.11232520639896393,0.0,5.360415935516357,8.193679809570312,0.6234226822853088,0.955736517906189,0.0442635640501976,0.0,0.00022682198323309422,0.1055171936750412
61,1.0,0.0,0.0,0.32413727045059204,0.3065437078475952,0.07094685733318329,0.27746033668518066,0.722540020942688,0.6000000238418579,0.1331220418214798,0.16640909016132355,1.6693837642669678,3.3171539306640625,0.33580127358436584,0.6757535338401794,0.32424670457839966,0.20000000298023224,0.05154037848114967,0.16640909016132355,1.4801054000854492,3.144618272781372,0.31788796186447144,0.6642365455627441,0.3357636630535126,0.4000000059604645,0.05154037848114967,0.1331220418214798,0.0,7.623456001281738,9.998455047607422,0.6565701365470886,0.9741268157958984,0.02587323635816574,0.0,3.0441012768278597e-06,0.16640909016132355
62,1.0,0.0,0.0,0.13315227627754211,0.24027207493782043,0.03818618133664131,0.1470494270324707,0.8529506921768188,0.800000011920929,0.7515969276428223,0.8344903588294983,5.2875800132751465,6.5996246337890625,0.6234869360923767,0.9489024877548218,0.05109764263033867,0.20000000298023224,0.0022531638387590647,0.8344903588294983,4.72899055480957,4.9558820724487305,0.5745049715042114,0.9056699275970459,0.09433040022850037,0.0,0.0022531638387590647,0.7515969276428223,0.0,20.71971893310547,11.673444747924805,0.6895549297332764,0.9976203441619873,0.0023797480389475822,0.0,2.0340838735588562e-10,0.8344903588294983
63,1.0,0.0,0.0,0.056073177605867386,0.06517545878887177,0.014848016202449799,0.13297896087169647,0.8670212030410767,1.0,0.26495012640953064,0.2975887060165405,3.397101402282715,9.54877758026123,0.5871752500534058,0.9285045862197876,0.07149571180343628,0.0,0.005870340391993523,0.2975887060165405,3.074028491973877,9.043668746948242,0.5656277537345886,0.9105618596076965,0.08943859487771988,0.0,0.005870340391993523,0.26495012640953064,0.0,2.9119679927825928,8.946422576904297,0.5374128818511963,0.8916690945625305,0.10833094269037247,0.0,0.004552594851702452,0.2975887060165405
